TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST
CASUAL DINING,11281,"North Indian, Arabian, Chinese","11am – 3:30pm, 7pm – 11pm (Mon-Sun)",BTM Bangalore,Tavarekere Main Road,3.9,76 votes,1000
CASUAL DINING,213,"Chinese, BBQ",12noon – 11pm (Mon-Sun),Chennai,Ashok Nagar,3.5,57 votes,350
BAKERY,8794,Bakery,9am – 10pm (Mon-Sun),Kochi,Thopumpady,-,,150
CASUAL DINING,11108,"Chinese, North Indian, Biryani",11am – 11pm (Mon-Sun),Hyderabad,Kukatpally,3.3,100 votes,850
QUICK BITES,14637,"Chinese, Fast Food, North Indian, Rolls",12noon – 11pm (Mon-Sun),Bangalore,Electronic City,3.2,61 votes,200
None,11824,"North Indian, Biryani",8am – 12midnight (Mon-Sun),Mumbai,Goregaon East,3.2,74 votes,400
CASUAL DINING,7139,Mughlai,"1pm – 5pm, 7pm – 11:30pm (Mon-Sun)",Hyderabad,Tolichowki,4.3,545 votes,900
CASUAL DINING,3540,"Mediterranean, Continental","8am – 11:30pm (Mon, Tue, Wed, Thu, Sat, Sun)...",Gurgaon,DLF Phase 4,4.1,999 votes,1500
CASUAL DINING,4902,Kerala,10am – 10pm (Mon-Sun),Kochi,Kakkanad,-,,300
"PUB,CASUAL DINING",12044,"Continental, North Indian, Chinese",12noon – 12midnight (Mon-Sun),Chennai,Egmore,3.9,306 votes,1200
QUICK BITES,10941,"Burmese, Fast Food",5:30pm – 10:30pm (Mon-Sun),Chennai,T. Nagar,3.4,29 votes,200
CAFÉ,3941,"Cafe, Belgian",9am – 11pm (Mon-Sun),Gurgaon,DLF Phase 4,4.3,2015 votes,1700
CASUAL DINING,7770,"North Indian, Chinese",12noon – 12midnight (Mon-Sun),Secunderabad,Kavadiguda,3.5,123 votes,400
"QUICK BITES,BEVERAGE SHOP",12379,"Burger, Beverages, Fast Food",1:30pm – 10:30pm (Mon-Sun),Bangalore,HSR,4.0,63 votes,250
"DESSERT PARLOR,QUICK BITES",3470,"Desserts, Ice Cream","11am – 12midnight (Mon, Tue, Wed, Thu, Sun), 11am...",Kochi,Kochi,4.4,57 votes,200
None,15236,"Pizza, Italian",6pm – 4am (Mon-Sun),,,4.1,72 votes,800
QUICK BITES,12618,South Indian,6am – 7pm (Mon-Sun),Bangalore,Mysore Road,4.4,71 votes,100
QUICK BITES,3993,"South Indian, North Indian, Chinese","11:45am – 11:5pm (Mon),12:5pm – 11pm (Tue),8am...",Chennai,Velachery,3.8,343 votes,500
"CAFÉ,CASUAL DINING",328,"Cafe, Beverages, Fast Food",24 Hours (Mon-Sun),Kochi,Nedumbassery,3.6,15 votes,800
QUICK BITES,15028,South Indian,"6:30am – 11:30am, 2pm – 8pm (Mon-Thu),Closed...",Bangalore,Basavanagudi,4.4,4501 votes,150
QUICK BITES,12013,"Lebanese, Fast Food",1:30pm – 12midnight (Mon-Sun),New Delhi,Vikaspuri,3.8,117 votes,300
QUICK BITES,6230,South Indian,"7am – 10pm (Mon-Sat),7am – 12noon (Sun)",Chennai,Adyar,3.9,114 votes,200
QUICK BITES,3856,"Street Food, North Indian, Fast Food",5pm – 10:30pm (Mon-Sun),Chennai,Mogappair,3.4,18 votes,400
CASUAL DINING,9789,"Mediterranean, European, Salad","12noon – 3:30pm, 7pm – 11pm (Mon, Tue, Wed, Thu...",Bangalore,Richmond Road,4.5,2234 votes,1800
SWEET SHOP,11080,"Mithai, Street Food",8am – 9:30pm (Mon-Sun),Gurgaon,Sadar Bazar,3.9,318 votes,250
None,13054,South Indian,7am – 10pm (Mon-Sun),Thane,Thane West,4.0,281 votes,200
"CASUAL DINING,BAR",14579,"Asian, Chinese, Continental, North Indian",11am – 11pm (Mon-Sun),Hyderabad,Madhapur,3.3,57 votes,1000
CASUAL DINING,13770,"Japanese, Italian, American, Asian, North Indian, Steak","11am – 3:30pm, 6pm – 11pm (Mon-Fri),11am –...",Bangalore,Whitefield,4.1,1761 votes,1400
"CASUAL DINING,BAR",13778,"Continental, Modern Indian, Italian",12noon – 12midnight (Mon-Sun),Greater Kailash 2 New Delhi,M Block Market,4.4,164 votes,1500
CASUAL DINING,10629,"North Indian, Kebab",12noon – 12midnight (Mon-Sun),New Delhi,Vasant Kunj,4.3,1669 votes,1800
QUICK BITES,15267,"Chinese, Momos",12noon – 12midnight (Mon-Sun),Bangalore,Nagawara,3.9,90 votes,400
BAKERY,13622,Bakery,10am – 11pm (Mon-Sun),Chennai,Karapakkam,3.5,34 votes,250
QUICK BITES,3543,"Continental, Desserts, Beverages",9:30am – 2:30am (Mon-Sun),Bangalore,Indiranagar,3.9,63 votes,450
"MICROBREWERY,CASUAL DINING",2136,"American, Continental, Pizza","12:30pm – 11:30pm (Mon, Tue, Wed, Thu, Sun)...",Bangalore,Kalyan Nagar,4.4,2399 votes,2000
"CASUAL DINING,BAR",10541,"North Indian, Chinese, Biryani, BBQ","12noon – 12midnight (Mon, Tue, Wed, Thu, Sun)...",Hyderabad,Jubilee Hills,4.3,185 votes,1400
QUICK BITES,2803,"Continental, Fast Food, North Indian",24 Hours (Mon-Sun),New Delhi,Mahipalpur,4.3,44 votes,600
CASUAL DINING,5977,Kerala,7am – 11pm (Mon-Sun),Kochi,Marine Drive,3.8,200 votes,250
QUICK BITES,8187,"Hyderabadi, Biryani, North Indian, Chinese",11am – 11pm (Mon-Sun),Chennai,Madipakkam,3.0,163 votes,300
None,3592,"Fast Food, Pizza",9:30am – 11pm (Mon-Sun),Bangalore,Yelahanka,3.8,366 votes,400
CASUAL DINING,8804,Arabian,12noon – 12midnight (Mon-Sun),Hyderabad,Madhapur,3.8,263 votes,500
QUICK BITES,5948,South Indian,8am – 9pm (Mon-Sun),Kochi,Kakkanad,-,,150
CASUAL DINING,7623,"Chinese, North Indian",12noon – 11pm (Mon-Sun),Secunderabad,Alwal,2.9,130 votes,550
QUICK BITES,15056,"North Indian, Chinese",11am – 11pm (Mon-Sun),New Delhi,Shahdara,3.7,159 votes,450
QUICK BITES,6624,Biryani,9:30am – 11pm (Mon-Sun),Gurgaon,Opposite Basement Market DLF Phase 3,3.7,47 votes,200
QUICK BITES,7778,"North Indian, Mughlai, Biryani",11:30am – 11:30pm (Mon-Sun),Bangalore,Koramangala 1st Block,2.4,321 votes,600
QUICK BITES,6707,"Biryani, Andhra","11:3am – 11:57pm (Mon, Wed, Thu), 11:3am –...",Hyderabad,Koti,3.8,158 votes,300
PUB,5476,"North Indian, Chinese","11am – 11:30pm (Mon, Tue, Wed, Thu, Sun), 11am –...",Bangalore,Brigade Road,3.9,955 votes,1100
"BAR,CASUAL DINING",9912,"Continental, North Indian",11am – 11pm (Mon-Sun),Hyderabad,Hafeezpet,3.7,61 votes,1000
QUICK BITES,15306,"Momos, Fast Food",11am – 11pm (Mon-Sun),Mumbai,Nariman Point,3.8,197 votes,400
QUICK BITES,12761,"North Indian, South Indian, Beverages",7am – 10:30pm (Mon-Sun),Bangalore,South Bangalore Urban Marathahalli,NEW,,300
BAKERY,7921,Bakery,7am – 9pm (Mon-Sun),Bangalore,Whitefield,4.0,39 votes,250
CASUAL DINING,11688,"Salad, Continental, Healthy Food, Mediterranean, Pizza",11am – 12midnight (Mon-Sun),Mumbai,Bandra Kurla Complex,4.6,690 votes,1800
None,3720,Arabian,3pm – 11pm (Mon-Sun),Chennai,Perambur,3.5,84 votes,150
None,4783,"North Indian, Chinese, Fast Food","11am – 3pm, 7pm – 1am (Mon-Sun)",Mumbai,Worli,NEW,,1000
QUICK BITES,9617,"Street Food, Chinese",12noon – 11pm (Mon-Sun),Secunderabad,Alwal,3.5,66 votes,200
CASUAL DINING,6225,"South Indian, North Indian, Chinese",7am – 10pm (Mon-Sun),Kochi,Tripunithura,4.0,105 votes,300
QUICK BITES,260,"Nepalese, Momos","Closed (Mon),1pm – 9:30pm (Tue-Sun)",Hyderabad,Lingampally,4.4,341 votes,200
QUICK BITES,7438,Chinese,"7:30am – 11am, 12noon – 11pm (Mon-Sun)",Chennai,Chennai,3.7,47 votes,200
QUICK BITES,7321,"Healthy Food, Continental",11am – 11pm (Mon-Sun),Gurgaon,Sector 22,NEW,,400
CASUAL DINING,14933,"North Indian, South Indian, Chinese, Mexican",7am – 10:30pm (Mon-Sun),Bengaluru,Bangalore,3.9,39 votes,700
QUICK BITES,11505,"Fast Food, Sandwich",1pm – 9:30pm (Mon-Sun),Chennai,Medavakkam,3.8,78 votes,150
QUICK BITES,8336,"Malwani, Maharashtrian","11am – 3:30pm, 7:30pm – 11pm (Mon-Sun)",Thane,Thane West,4.0,37 votes,500
"CASUAL DINING,BAR",4504,"Continental, Seafood, Italian, North Indian, Chinese",11am – 12midnight (Mon-Sun),Mumbai,Vasai,4.1,1269 votes,1200
BEVERAGE SHOP,143,"Tea, Fast Food",2pm – 12midnight (Mon-Sun),Secunderabad,Marredpally,3.9,46 votes,200
CASUAL DINING,3204,"North Indian, Mughlai, Chinese",12noon – 12midnight (Mon-Sun),Ghaziabad,Crossing Republik,3.7,126 votes,800
QUICK BITES,10384,"Fast Food, Pizza, Burger",11am – 10:30pm (Mon-Sun),Chennai,Anna Nagar West,3.2,22 votes,300
CASUAL DINING,7077,"Chinese, Thai, Seafood","11:30am – 4pm, 6:30pm – 11:30pm (Mon-Sun)",Mumbai,Mulund East,4.1,910 votes,700
QUICK BITES,2285,"Fast Food, Desserts","11am – 10pm (Mon-Sat),3:30am – 10pm (Sun)",Bangalore,Kumaraswamy Layout,3.2,37 votes,200
CASUAL DINING,898,"North Indian, Chinese","11am – 5pm, 6pm – 11pm (Mon-Sun)",New Delhi,Delhi University-GTB Nagar,3.7,726 votes,400
CAFÉ,2826,"Cafe, Tea, Continental, Beverages",7am – 11pm (Mon-Sun),Hyderabad,Jubilee Hills,3.9,207 votes,400
BAKERY,13085,Bakery,9:30am – 9:30pm (Mon-Sun),Secunderabad ECIL,ECIL,3.9,77 votes,200
CASUAL DINING,6980,"Chinese, North Indian, Mughlai","12noon – 3pm, 7pm – 11:30pm (Mon-Sun)",Mumbai,Dombivali East,3.6,61 votes,450
QUICK BITES,10047,"Kerala, South Indian",12noon – 3:30pm (Mon-Sun),Kochi,Elamakkara,-,,150
FOOD COURT,6645,Pizza,"12midnight – 2:31am (Mon),12midnight – 2:32am...",Secunderabad,Uppal,2.9,169 votes,300
None,3093,"Chinese, Momos",7am – 4am (Mon-Sun),,,3.6,152 votes,500
QUICK BITES,519,"North Indian, Mughlai, Chinese, Rolls",12noon – 11pm (Mon-Sun),Bangalore,Magadi Road,3.9,187 votes,450
FINE DINING,12518,"Chinese, Continental, North Indian, South Indian","7am – 10am, 12:30pm – 3pm, 7pm – 11pm (Mon-Sun)",Chennai,T. Nagar,3.7,196 votes,1500
CASUAL DINING,6691,"Kerala, North Indian, Continental, Chinese","7am – 10:30am, 12noon – 3pm, 7pm – 10:30pm...",Kochi,Nedumbassery,3.5,10 votes,500
CASUAL DINING,13389,"Gujarati, Italian, North Indian","11:30am – 3pm, 7pm – 11pm (Mon-Sun)",Mumbai,Chowpatty,3.8,547 votes,800
QUICK BITES,8234,"Chinese, North Indian, South Indian","12:30pm – 3pm, 7pm – 10:30pm (Mon-Sun)",Hyderabad,Serilingampally Mandal,2.8,38 votes,300
CASUAL DINING,9407,"Andhra, Biryani, Chinese, North Indian","12noon – 4pm, 7pm – 11pm (Mon-Sun)",Bangalore,Electronic City,3.8,525 votes,450
DESSERT PARLOR,9775,Ice Cream,11am – 1am (Mon-Sun),Bangalore,Banashankari,4.1,52 votes,150
QUICK BITES,15488,"Chinese, Arabian",12noon – 12midnight (Mon-Sun),Chennai,West Saidapet,3.7,34 votes,450
CAFÉ,10989,"Italian, Pizza, Fast Food, Beverages","12noon – 11pm (Mon-Thu),12noon – 11:30pm (Fri-Sun)",Mumbai,Bandra West,4.1,1954 votes,1400
CAFÉ,10314,"Cafe, Italian, Chinese, Continental, Beverages",11am – 11pm (Mon-Sun),New Delhi,Satyaniketan,4.0,646 votes,800
QUICK BITES,5531,Asian,"11:45am – 4pm, 7pm – 11pm (Mon-Sun)",Hyderabad,Gachibowli,3.2,19 votes,500
QUICK BITES,9806,North Indian,"9am – 11pm (Mon, Wed, Thu, Fri, Sat, Sun), 9am –...",Navi Mumbai,Kamothe,NEW,,200
QUICK BITES,6936,"Fast Food, Chinese",2pm – 10:30pm (Mon-Sun),Hyderabad,Begumpet,3.2,49 votes,300
QUICK BITES,2294,"Chinese, North Indian, South Indian",10am – 11pm (Mon-Sun),Kochi,Kakkanad,3.3,6 votes,300
None,8843,"North Indian, Street Food, Chinese",11am – 11pm (Mon-Sun),New Delhi,Shalimar Bagh,3.8,66 votes,300
QUICK BITES,1380,"Street Food, Fast Food",12noon – 9pm (Mon-Sun),Hyderabad,Basheer Bagh,4.0,59 votes,100
None,15284,"Italian, Pizza",5pm – 3am (Mon-Sun),Chennai,Nungambakkam,2.7,49 votes,400
BAKERY,10234,"Bakery, Fast Food",11am – 9:30pm (Mon-Sun),Chennai,Chengalpattu,3.5,31 votes,400
CASUAL DINING,2768,"North Indian, Continental, Chinese",11am – 11pm (Mon-Sun),Hyderabad,Banjara Hills,3.9,363 votes,700
None,3205,"North Indian, Chinese, Fast Food, Rolls",11am – 8am (Mon-Sun),New Delhi,Chittaranjan Park,3.4,218 votes,600
CASUAL DINING,6214,"South Indian, Hyderabadi, North Indian, Chinese","11am – 12noon (Mon-Tue),11am – 11pm (Wed-Sun)",Hyderabad,Kothapet,3.5,28 votes,600
None,13357,"Bakery, Desserts",Not Available,Kochi,Edappally,-,,200
CASUAL DINING,6107,"Chettinad, North Indian, Chinese",11am – 11pm (Mon-Sun),Chennai,Vadapalani,3.7,393 votes,600
"BAR,CASUAL DINING",12307,"Finger Food, North Indian, Chinese",5pm – 12midnight (Mon-Sun),Chennai,T. Nagar,3.9,261 votes,1500
QUICK BITES,8101,South Indian,"6am – 12noon, 5pm – 10pm (Mon-Sun)",Hyderabad,Kondapur,3.4,84 votes,250
BAKERY,12779,Bakery,Not Available,Kochi,Chullickal,-,,150
QUICK BITES,10827,South Indian,6am – 10pm (Mon-Sun),Hyderabad,Himayath Nagar,3.8,266 votes,200
CASUAL DINING,4916,Kerala,7am – 10pm (Mon-Sun),Kochi,Elamkulam,-,,400
DHABA,10879,"North Indian, Chinese",11am – 11pm (Mon-Sun),Hyderabad,Shamirpet,3.4,192 votes,650
CAFÉ,3157,"Cafe, Beverages","11am – 12midnight (Mon, Tue, Wed, Thu, Sun)...",Hyderabad,Jubilee Hills,4.3,682 votes,500
QUICK BITES,183,"Mughlai, Biryani",11am – 10pm (Mon-Sun),New Delhi,Shakarpur,3.5,30 votes,200
QUICK BITES,8791,"Healthy Food, Salad, Juices",11am – 11pm (Mon-Sun),Mumbai,Breach Candy,3.9,265 votes,550
None,1622,"Burger, American",8am – 12midnight (Mon-Sun),Gurgaon,Sector 49,3.5,36 votes,400
QUICK BITES,12863,"Fast Food, Street Food",12noon – 12midnight (Mon-Sun),Kochi,Palarivattom,3.6,57 votes,400
CAFÉ,6342,"Cafe, Pizza",12noon – 11pm (Mon-Sun),New Delhi,Delhi University-GTB Nagar,4.9,247 votes,800
"BAR,CASUAL DINING",13554,"Continental, Finger Food","12noon – 11pm (Mon, Tue, Thu, Sun), 12noon –...",Bangalore,Indiranagar,4.3,4276 votes,1500
QUICK BITES,10041,"North Indian, Street Food",7am – 11pm (Mon-Sun),New Delhi,Ashok Vihar Phase 2,4.0,1506 votes,150
"CASUAL DINING,BAR",890,"North Indian, Chinese, South Indian",11am – 6am (Mon-Sun),Mumbai,Chakala,3.6,843 votes,1100
None,9992,North Indian,"5pm – 11pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",Gurgaon,Sector 22,3.6,43 votes,300
DHABA,7067,North Indian,"11:30am – 3pm, 6pm – 11pm (Mon-Sun)",Ghaziabad,Chander Nagar,3.7,196 votes,250
CASUAL DINING,7313,"North Indian, Mughlai, Chinese","11:30am – 3:30pm, 6:30pm – 11:30pm (Mon-Sun)",Noida,Sector 50,4.2,678 votes,750
CASUAL DINING,3088,Chinese,"12noon – 3:30pm, 6:30pm – 10:30pm (Mon-Sun)",Secunderabad,S D Road,4.1,366 votes,700
CASUAL DINING,11425,"Malwani, Seafood","11:30am – 3:30pm, 7:30pm – 11pm (Mon-Sun)",Mumbai,Bandra East,3.8,379 votes,500
None,5557,"North Indian, Biryani",11:30am – 12midnight (Mon-Sun),Noida,Near Sector 132,4.3,127 votes,400
CASUAL DINING,10246,"North Indian, Continental",9am – 11:30pm (Mon-Sun),Mumbai,Ghatkopar East,3.8,247 votes,800
QUICK BITES,2400,Fast Food,4pm – 11pm (Mon-Sun),Mumbai,Dahisar West,NEW,,200
QUICK BITES,12747,North Indian,11:30am – 12midnight (Mon-Sun),Secunderabad,Bowenpally,3.4,283 votes,500
QUICK BITES,76,"Fast Food, Chinese",12noon – 10:30pm (Mon-Sun),Hyderabad,Kukatpally,3.5,160 votes,400
QUICK BITES,2376,"North Indian, Chinese, Continental",11am – 12:30AM (Mon-Sun),Noida,Sector 62,4.7,866 votes,400
None,9945,"Pizza, Italian, Desserts, Burger, American",11am – 4am (Mon-Sun),,,4.7,1223 votes,800
QUICK BITES,8905,Chinese,2pm – 11pm (Mon-Sun),New Delhi,Subhash Nagar,3.8,506 votes,350
FINE DINING,15084,"Hyderabadi, Italian, European",24 Hours (Mon-Sun),Hyderabad,Begumpet,4.0,471 votes,2000
"BAR,CASUAL DINING",4113,"Continental, North Indian",1pm – 12:30AM (Mon-Sun),Bangalore,Brigade Road,4.2,2799 votes,1300
CASUAL DINING,13572,"North Indian, Gujarati, Italian, Parsi, Lebanese","11:30am – 3pm, 6pm – 11pm (Mon-Sun)",Mumbai,Charni Road,3.8,950 votes,900
CASUAL DINING,13343,"Asian, Chinese, Japanese, BBQ","12noon – 3pm, 7pm – 11pm (Mon-Sun)",Bangalore,Kalyan Nagar,4.4,214 votes,800
FINE DINING,7752,"North Indian, Asian, Italian",6:30am – 12midnight (Mon-Sun),Gurgaon,MG Road,4.0,466 votes,3000
DESSERT PARLOR,2100,"Ice Cream, Desserts",12noon – 12midnight (Mon-Sun),Mumbai,4 Bungalows,NEW,,250
CASUAL DINING,136,"North Indian, Italian, Sandwich, Desserts",8:30am – 11:30pm (Mon-Sun),Navi Mumbai,Vashi,4.4,1080 votes,1000
QUICK BITES,7774,"Andhra, South Indian","7am – 4pm, 7pm – 10:30pm (Mon-Sun)",Hyderabad,Film Nagar,3.1,51 votes,350
QUICK BITES,5815,"Fast Food, Kerala",12noon – 10:30pm (Mon-Sun),Kochi,Chullickal,-,,200
BAKERY,14075,Bakery,7am – 11pm (Mon-Sun),Hyderabad,Gachibowli,4.3,361 votes,350
CAFÉ,2517,"Cafe, Italian, Asian","11am – 12midnight (Mon-Fri),8am – 12midnight...",Mumbai,Dadar Shivaji Park,4.2,1435 votes,800
CASUAL DINING,5655,"North Indian, Chinese",11am – 12midnight (Mon-Sun),Secunderabad,ECIL,3.8,341 votes,500
BAKERY,4028,"Bakery, Desserts",Not Available,Kochi,Fort Kochi,-,,300
QUICK BITES,12137,South Indian,"11:30am – 3:30pm (Mon),11:30am – 3:30pm, 7pm –...",Bangalore,Jayanagar,4.0,85 votes,200
LOUNGE,15322,Finger Food,"Closed (Mon, Tue, Thu, Sun), 7pm – 3am (Wed, Fri...",Mumbai,Lower Parel,4.0,526 votes,5000
CASUAL DINING,7922,"Italian, Fast Food, Beverages",11am – 11pm (Mon-Sun),Mumbai,Mira Road,3.6,39 votes,350
CASUAL DINING,15259,"Chinese, Asian, Thai, Beverages",11am – 12midnight (Mon-Sun),Mumbai,Vile Parle West,4.0,905 votes,700
QUICK BITES,2240,Fast Food,11am – 3:30am (Mon-Sun),New Delhi,Kalkaji,4.0,341 votes,300
CASUAL DINING,9350,"Chinese, Mughlai, North Indian","12noon – 3:30pm, 7pm – 12midnight (Mon-Sun)",Mumbai.,Chembur east,4.0,1238 votes,700
QUICK BITES,2795,Street Food,3:30pm – 8:30pm (Mon-Sun),Kochi,Elamkulam,3.5,15 votes,250
BAR,3459,"Continental, Finger Food, North Indian, Chinese",12noon – 1am (Mon-Sun),Bangalore,Koramangala 5th Block,4.2,2705 votes,1200
DESSERT PARLOR,3648,"Ice Cream, Desserts, Fast Food",10:30am – 10:30pm (Mon-Sun),Secunderabad,S D Road,3.8,143 votes,250
"CASUAL DINING,BAR",13723,"North Indian, Italian, American, Chinese",11am – 1:15am (Mon-Sun),Thane West,Manpada,4.0,1446 votes,1200
CASUAL DINING,6165,"South Indian, North Indian, Chinese",8am – 10:30pm (Mon-Sun),Hyderabad,Masab Tank,4.1,172 votes,700
QUICK BITES,10781,"South Indian, North Indian, Chinese, Fast Food",11am – 11pm (Mon-Sun),Bangalore,New BEL Road,NEW,,300
QUICK BITES,13468,Arabian,4:30pm – 11pm (Mon-Sun),Chennai,Navallur,3.8,68 votes,200
QUICK BITES,9123,South Indian,5:30am – 9pm (Mon-Sun),Chennai,Egmore,3.7,36 votes,150
QUICK BITES,1763,"North Indian, Bihari","12midnight – 10pm, 11:1pm – 12midnight...",Hyderabad,Kondapur,3.8,329 votes,200
QUICK BITES,12888,"Fast Food, Desserts, Beverages",10am – 10:30pm (Mon-Sun),Mumbai,Goregaon West,NEW,,300
CASUAL DINING,770,"Asian, Chinese, Thai",12noon – 12midnight (Mon-Sun),Mumbai,Mahim,4.2,988 votes,800
CASUAL DINING,7464,"North Indian, Chinese",12noon – 12midnight (Mon-Sun),Mumbai,Virar,3.9,380 votes,700
QUICK BITES,1292,North Indian,"12midnight – 12:30AM, 12:29pm – 12midnight...",Hyderabad,Kondapur,4.1,239 votes,200
None,14028,"Rajasthani, South Indian, Kashmiri, Goan, Bengali, Gujarati",12noon – 10pm (Mon-Sun),New Delhi,Chhatarpur,4.2,109 votes,500
QUICK BITES,13232,"North Indian, South Indian, Chinese",12:30pm – 11:30pm (Mon-Sun),Chennai,Thuraipakkam,3.4,38 votes,300
QUICK BITES,10702,"Street Food, Chinese",12noon – 11:30pm (Mon-Sun),Chennai,Anna Nagar East,3.8,120 votes,250
QUICK BITES,9301,"North Indian, Chinese, Fast Food",11am – 10:30pm (Mon-Sun),Noida,Sector 71,3.4,23 votes,300
"FOOD COURT,DESSERT PARLOR",7264,"Desserts, Beverages, Ice Cream",11am – 11pm (Mon-Sun),Hyderabad,Banjara Hills,3.5,186 votes,400
CASUAL DINING,7873,"Chinese, North Indian, Seafood","11am – 3:30pm, 6:30pm – 12:30AM (Mon-Sun)",Mumbai,Marine Lines,3.7,409 votes,400
CASUAL DINING,5757,North Indian,11am – 11:30pm (Mon-Sun),,,3.5,323 votes,500
FINE DINING,12489,"North Indian, European, Asian",6:30am – 11:30pm (Mon-Sun),Gurgaon,DLF Phase 3,4.2,839 votes,4000
CASUAL DINING,12970,"North Indian, Mughlai, Chinese, Fast Food","10:30am – 1am (Mon, Tue, Wed, Thu, Sat, Sun), 2pm...",Mumbai,Sakinaka,3.6,189 votes,750
None,9052,"Bakery, Desserts","10:30am – 8:30pm (Mon-Sat),10:30am – 12:30pm (Sun)",Chennai,Aminijikarai,4.0,42 votes,400
FOOD TRUCK,147,South Indian,6pm – 11pm (Mon-Sun),Kochi,Kakkanad,-,,250
CASUAL DINING,1703,"North Indian, Chinese, Seafood",12noon – 12midnight (Mon-Sun),Hyderabad,Madhapur,3.9,37 votes,500
BAR,3302,"Drinks Only, Finger Food",11am – 11pm (Mon-Sun),Kochi,Marad,3.6,21 votes,1900
QUICK BITES,10719,"Burger, Fast Food",6pm – 10:30pm (Mon-Sun),Hyderabad,Gachibowli,3.9,89 votes,250
"QUICK BITES,BAKERY",7612,"Parsi, Bakery","7am – 8:45pm (Mon-Sat),7am – 6:30pm (Sun)",Mumbai,Marine Lines,4.2,3999 votes,400
QUICK BITES,7093,Biryani,11am – 11pm (Mon-Sun),Kochi,Kaloor,3.1,5 votes,150
None,5166,"North Indian, Chinese",11am – 12midnight (Mon-Sun),Mumbai,Malad West,3.8,12 votes,500
CASUAL DINING,1998,"Chinese, North Indian","12noon – 3am (Mon),12noon – 11:30pm...",Mumbai,Marve,3.7,94 votes,600
QUICK BITES,2687,"Chinese, North Indian",12noon – 10pm (Mon-Sun),Hyderabad,Somajiguda,3.5,198 votes,550
CAFÉ,1967,Cafe,9am – 10pm (Mon-Sun),New Delhi,Saket,4.1,1183 votes,400
QUICK BITES,10904,Fast Food,10am – 11pm (Mon-Sun),New Delhi,Shakarpur,3.8,505 votes,100
DESSERT PARLOR,10986,"Beverages, Desserts",12:30pm – 11pm (Mon-Sun),Gurgaon,Palam Vihar,3.8,45 votes,200
CASUAL DINING,14560,"Italian, Salad",12noon – 11pm (Mon-Sun),Bangalore Koramangala 7th Block,Koramangala 7th Block,4.5,763 votes,1500
"BEVERAGE SHOP,DESSERT PARLOR",7264,"Beverages, Ice Cream, Desserts",11am – 11pm (Mon-Sun),,Navi Mumbai,3.8,163 votes,400
CASUAL DINING,461,"Seafood, Biryani, North Indian, Chinese, Arabian, Mughlai",11am – 11pm (Mon-Sun),Chennai,Avadi,3.6,457 votes,800
CASUAL DINING,11017,"South Indian, North Indian, Chinese",11am – 12midnight (Mon-Sun),Hyderabad,Kukatpally,3.5,89 votes,600
CASUAL DINING,12975,"North Indian, Chinese, South Indian",12noon – 10:30pm (Mon-Sun),Hyderabad,Kothapet,3.5,498 votes,800
QUICK BITES,4408,"Chinese, Tibetan",12noon – 10:30pm (Mon-Sun),Chennai,Potheri,4.0,113 votes,250
QUICK BITES,10982,"North Indian, Chinese","12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",Chennai,Park Town,3.4,39 votes,500
DESSERT PARLOR,1047,"Ice Cream, Desserts, Beverages","12noon – 11:30pm (Mon-Thu),12noon – 12:30AM...",Bangalore,Residency Road,4.4,1927 votes,400
FINE DINING,10272,"North Indian, Continental, Asian, Chinese","7am – 10:30am, 12:30pm – 3pm, 7pm – 11pm...",Hyderabad,Hitech City,4.1,713 votes,2000
DESSERT PARLOR,3378,"Ice Cream, Desserts",11am – 12midnight (Mon-Sun),Gurgaon,DLF Cyber City,3.9,76 votes,350
LOUNGE,6766,Finger Food,"11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –...",Bangalore,Banashankari,3.8,993 votes,1300
"BAR,LOUNGE",4187,Finger Food,12noon – 12midnight (Mon-Sun),Chennai,Gopalapuram,3.5,19 votes,2400
"SWEET SHOP,QUICK BITES",13378,"Mithai, Street Food",8am – 10:30pm (Mon-Sun),Mumbai,Juhu,4.1,610 votes,400
